"","Taxa","INC","COLD","plate_num","date","viable","DAY","END","germination","mold","adj_total","force","germ_perc"
"313","Asclepias syriaca","H","D",153,2018-01-01,0,-Inf,0,0,0,20,25,0
"314","Asclepias syriaca","L","D",154,2018-01-01,3,-Inf,0,0,2,18,20,0
"315","Asclepias syriaca","L","D",155,2018-01-01,0,-Inf,0,0,1,19,20,0
"316","Asclepias syriaca","L","D",156,2018-01-01,0,-Inf,0,0,0,20,20,0
"317","Cryptotaenia canadensis","H","D",199,2018-01-01,11,-Inf,0,0,1,19,25,0
"318","Cryptotaenia canadensis","H","D",200,2018-01-01,13,-Inf,0,0,0,19,25,0
"319","Cryptotaenia canadensis","H","D",201,2018-01-01,19,-Inf,0,0,0,20,25,0
"320","Cryptotaenia canadensis","L","D",202,2018-01-01,6,-Inf,0,0,1,19,20,0
"321","Cryptotaenia canadensis","L","D",203,2018-01-01,5,-Inf,0,0,0,20,20,0
"322","Cryptotaenia canadensis","L","D",204,2018-01-01,4,-Inf,0,0,0,22,20,0
"323","Eurbia diviricata","H","D",265,2018-01-01,6,-Inf,0,0,2,18,25,0
"324","Eurbia diviricata","H","D",266,2018-01-01,3,-Inf,0,0,7,11,25,0
"325","Eurbia diviricata","H","D",267,2018-01-01,8,-Inf,0,0,4,15,25,0
"326","Eurbia diviricata","L","D",268,2018-01-01,8,-Inf,0,0,3,16,20,0
"327","Eurbia diviricata","L","D",269,2018-01-01,3,-Inf,0,0,6,12,20,0
"328","Eurbia diviricata","L","D",270,2018-01-01,6,-Inf,0,0,2,14,20,0
"329","Hesperis matronalis","H","D",319,2018-01-01,0,-Inf,0,0,0,20,25,0
"330","Hesperis matronalis","H","D",320,2018-01-01,0,-Inf,0,1,0,18,25,0.0555555555555556
"331","Hesperis matronalis","H","D",321,2018-01-01,0,-Inf,0,3,0,19,25,0.157894736842105
"332","Hesperis matronalis","L","D",322,2018-01-01,0,-Inf,0,2,0,18,20,0.111111111111111
"333","Hesperis matronalis","L","D",323,2018-01-01,0,-Inf,0,1,0,20,20,0.05
"334","Hesperis matronalis","L","D",324,2018-01-01,1,-Inf,0,1,0,18,20,0.0555555555555556
"335","Carex grayi","H","D",359,2018-01-01,0,-Inf,0,0,0,20,25,0
"336","Carex grayi","H","D",360,2018-01-01,0,-Inf,0,0,0,20,25,0
"337","Carex grayi","L","D",361,2018-01-01,0,-Inf,0,0,0,20,20,0
"338","Carex grayi","L","D",362,2018-01-01,0,-Inf,0,0,0,20,20,0
"339","Polygonum virginiatum","H","D",397,2018-01-01,13,-Inf,0,0,1,18,25,0
"340","Polygonum virginiatum","H","D",398,2018-01-01,14,-Inf,0,0,2,18,25,0
"341","Polygonum virginiatum","H","D",399,2018-01-01,15,-Inf,0,0,0,20,25,0
"342","Polygonum virginiatum","L","D",400,2018-01-01,4,-Inf,0,0,1,19,20,0
"343","Polygonum virginiatum","L","D",401,2018-01-01,8,-Inf,0,0,2,18,20,0
"344","Polygonum virginiatum","L","D",402,2018-01-01,10,-Inf,0,0,1,18,20,0
"345","Carex grisea","H","D",439,2018-01-01,18,-Inf,0,0,0,20,25,0
"346","Carex grisea","H","D",440,2018-01-01,19,-Inf,0,0,1,19,25,0
"347","Carex grisea","L","D",441,2018-01-01,19,-Inf,0,0,1,19,20,0
"348","Carex grisea","L","D",442,2018-01-01,18,-Inf,0,0,0,20,20,0
"349","Silene vulgaris","H","D",484,2018-01-01,3,-Inf,0,0,0,20,25,0
"350","Silene vulgaris","H","D",485,2018-01-01,2,-Inf,0,0,0,20,25,0
"351","Silene vulgaris","H","D",486,2018-01-01,4,-Inf,0,0,0,17,25,0
"352","Silene vulgaris","L","D",487,2018-01-01,1,-Inf,0,0,0,18,20,0
"353","Silene vulgaris","L","D",488,2018-01-01,4,-Inf,0,0,0,18,20,0
"354","Silene vulgaris","L","D",489,2018-01-01,2,-Inf,0,0,0,17,20,0
"355","Silene stellata","H","D",538,2018-01-01,18,-Inf,0,0,0,20,25,0
"356","Silene stellata","H","D",539,2018-01-01,19,-Inf,0,0,0,20,25,0
"357","Silene stellata","H","D",540,2018-01-01,15,-Inf,0,0,0,20,25,0
"358","Silene stellata","L","D",541,2018-01-01,12,-Inf,0,0,0,20,20,0
"359","Silene stellata","L","D",542,2018-01-01,18,-Inf,0,0,2,18,20,0
"360","Silene stellata","L","D",543,2018-01-01,14,-Inf,0,0,0,22,20,0
"361","Anemone virginana","H","D",592,2018-01-01,1,-Inf,0,0,0,21,25,0
"362","Anemone virginana","H","D",593,2018-01-01,0,-Inf,0,0,0,21,25,0
"363","Anemone virginana","H","D",594,2018-01-01,2,-Inf,0,0,0,18,25,0
"364","Anemone virginana","L","D",595,2018-01-01,0,-Inf,0,0,0,20,20,0
"365","Anemone virginana","L","D",596,2018-01-01,3,-Inf,0,0,0,21,20,0
"366","Anemone virginana","L","D",597,2018-01-01,0,-Inf,0,0,0,20,20,0
"367","Thalictrum dioicum","H","D",646,2018-01-01,9,-Inf,0,0,5,10,25,0
"368","Thalictrum dioicum","H","D",647,2018-01-01,8,-Inf,0,0,6,9,25,0
"369","Thalictrum dioicum","H","D",648,2018-01-01,6,-Inf,0,0,7,8,25,0
"370","Thalictrum dioicum","L","D",649,2018-01-01,11,-Inf,0,0,4,12,20,0
"371","Thalictrum dioicum","L","D",650,2018-01-01,6,-Inf,0,0,4,11,20,0
"372","Thalictrum dioicum","L","D",651,2018-01-01,4,-Inf,0,0,9,6,20,0
"373","Impatiens capensis","H","D",688,2018-01-01,0,-Inf,0,0,10,10,25,0
"374","Impatiens capensis","H","D",689,2018-01-01,1,-Inf,0,0,9,10,25,0
"375","Impatiens capensis","L","D",690,2018-01-01,0,-Inf,0,0,0,10,20,0
"376","Impatiens capensis","L","D",691,2018-01-01,0,-Inf,0,0,0,10,20,0
"377","Phlox cuspidata","H","D",724,2018-01-01,4,-Inf,0,7,0,4,25,1.75
"378","Phlox cuspidata","H","D",725,2018-01-01,5,-Inf,0,8,1,6,25,1.33333333333333
"379","Phlox cuspidata","L","D",726,2018-01-01,6,-Inf,0,5,0,8,20,0.625
"380","Phlox cuspidata","L","D",727,2018-01-01,4,-Inf,0,10,1,4,20,2.5
"381","Oenethera biennis","H","E",109,2018-01-01,0,-Inf,0,0,5,15,25,0
"382","Oenethera biennis","H","E",110,2018-01-01,1,-Inf,0,0,4,15,25,0
"383","Oenethera biennis","H","E",111,2018-01-01,2,-Inf,0,0,3,15,25,0
"384","Oenethera biennis","L","E",112,2018-01-01,3,-Inf,0,0,5,15,20,0
"385","Oenethera biennis","L","E",113,2018-01-01,3,-Inf,0,0,1,19,20,0
"386","Oenethera biennis","L","E",114,2018-01-01,2,-Inf,0,0,4,16,20,0
"387","Asclepias syriaca","H","E",157,2018-01-01,0,-Inf,0,0,0,18,25,0
"388","Asclepias syriaca","H","E",158,2018-01-01,0,-Inf,0,0,0,20,25,0
"389","Asclepias syriaca","H","E",159,2018-01-01,0,-Inf,0,0,0,20,25,0
"390","Asclepias syriaca","L","E",160,2018-01-01,2,-Inf,0,0,0,21,20,0
"391","Asclepias syriaca","L","E",161,2018-01-01,2,-Inf,0,0,1,20,20,0
"392","Asclepias syriaca","L","E",162,2018-01-01,2,-Inf,0,0,0,21,20,0
"393","Cryptotaenia canadensis","H","E",205,2018-01-01,7,-Inf,0,0,2,19,25,0
"394","Cryptotaenia canadensis","H","E",206,2018-01-01,7,-Inf,0,0,0,19,25,0
"395","Cryptotaenia canadensis","H","E",207,2018-01-01,9,-Inf,0,0,2,21,25,0
"396","Cryptotaenia canadensis","L","E",208,2018-01-01,1,-Inf,0,0,1,19,20,0
"397","Cryptotaenia canadensis","L","E",209,2018-01-01,0,-Inf,0,0,0,20,20,0
"398","Cryptotaenia canadensis","L","E",210,2018-01-01,0,-Inf,0,0,0,20,20,0
"399","Eurbia diviricata","H","E",271,2018-01-01,1,-Inf,0,0,7,13,25,0
"400","Eurbia diviricata","H","E",272,2018-01-01,4,-Inf,0,0,9,12,25,0
"401","Eurbia diviricata","H","E",273,2018-01-01,0,-Inf,0,0,5,15,25,0
"402","Eurbia diviricata","L","E",274,2018-01-01,3,-Inf,0,0,2,18,20,0
"403","Eurbia diviricata","L","E",275,2018-01-01,1,-Inf,0,0,6,14,20,0
"404","Eurbia diviricata","L","E",276,2018-01-01,2,-Inf,0,0,7,13,20,0
"405","Hesperis matronalis","H","E",325,2018-01-01,1,-Inf,0,0,0,18,25,0
"406","Hesperis matronalis","H","E",326,2018-01-01,2,-Inf,0,0,0,19,25,0
"407","Hesperis matronalis","H","E",327,2018-01-01,0,-Inf,0,0,0,18,25,0
"408","Hesperis matronalis","L","E",328,2018-01-01,0,-Inf,0,0,0,20,20,0
"409","Hesperis matronalis","L","E",329,2018-01-01,0,-Inf,0,2,0,18,20,0.111111111111111
"410","Hesperis matronalis","L","E",330,2018-01-01,0,-Inf,0,2,0,19,20,0.105263157894737
"411","Carex grayi","H","E",363,2018-01-01,0,-Inf,0,0,0,20,25,0
"412","Carex grayi","H","E",364,2018-01-01,0,-Inf,0,0,0,20,25,0
"413","Carex grayi","L","E",365,2018-01-01,0,-Inf,0,0,0,20,20,0
"414","Carex grayi","L","E",366,2018-01-01,0,-Inf,0,0,0,20,20,0
"415","Polygonum virginiatum","H","E",403,2018-01-01,9,-Inf,0,0,3,17,25,0
"416","Polygonum virginiatum","H","E",404,2018-01-01,5,-Inf,0,0,1,19,25,0
"417","Polygonum virginiatum","H","E",405,2018-01-01,3,-Inf,0,0,0,20,25,0
"418","Polygonum virginiatum","L","E",406,2018-01-01,3,-Inf,0,0,1,19,20,0
"419","Polygonum virginiatum","L","E",407,2018-01-01,2,-Inf,0,0,1,19,20,0
"420","Polygonum virginiatum","L","E",408,2018-01-01,3,-Inf,0,0,1,19,20,0
"421","Carex grisea","H","E",443,2018-01-01,20,-Inf,0,0,0,20,25,0
"422","Carex grisea","H","E",444,2018-01-01,20,-Inf,0,0,0,20,25,0
"423","Carex grisea","L","E",445,2018-01-01,20,-Inf,0,0,0,20,20,0
"424","Carex grisea","L","E",446,2018-01-01,17,-Inf,0,0,3,17,20,0
"425","Silene vulgaris","H","E",490,2018-01-01,0,-Inf,0,1,0,20,25,0.05
"426","Silene vulgaris","H","E",491,2018-01-01,2,-Inf,0,1,0,18,25,0.0555555555555556
"427","Silene vulgaris","H","E",492,2018-01-01,4,-Inf,0,0,2,16,25,0
"428","Silene vulgaris","L","E",493,2018-01-01,0,-Inf,0,1,2,18,20,0.0555555555555556
"429","Silene vulgaris","L","E",494,2018-01-01,0,-Inf,0,0,0,17,20,0
"430","Silene vulgaris","L","E",495,2018-01-01,0,-Inf,0,0,0,21,20,0
"431","Silene stellata","H","E",544,2018-01-01,19,-Inf,0,0,0,20,25,0
"432","Silene stellata","H","E",545,2018-01-01,18,-Inf,0,0,0,21,25,0
"433","Silene stellata","H","E",546,2018-01-01,19,-Inf,0,0,0,20,25,0
"434","Silene stellata","L","E",547,2018-01-01,14,-Inf,0,0,0,21,20,0
"435","Silene stellata","L","E",548,2018-01-01,6,-Inf,0,0,0,22,20,0
"436","Silene stellata","L","E",549,2018-01-01,10,-Inf,0,0,0,20,20,0
"437","Anemone virginana","H","E",598,2018-01-01,0,-Inf,0,0,2,18,25,0
"438","Anemone virginana","H","E",599,2018-01-01,3,-Inf,0,0,1,19,25,0
"439","Anemone virginana","H","E",600,2018-01-01,0,-Inf,0,0,0,20,25,0
"440","Anemone virginana","L","E",601,2018-01-01,0,-Inf,0,0,0,20,20,0
"441","Anemone virginana","L","E",602,2018-01-01,0,-Inf,0,0,0,21,20,0
"442","Anemone virginana","L","E",603,2018-01-01,0,-Inf,0,0,2,18,20,0
"443","Thalictrum dioicum","H","E",652,2018-01-01,3,-Inf,0,0,9,6,25,0
"444","Thalictrum dioicum","H","E",653,2018-01-01,6,-Inf,0,0,6,9,25,0
"445","Thalictrum dioicum","H","E",654,2018-01-01,6,-Inf,0,0,7,8,25,0
"446","Thalictrum dioicum","L","E",655,2018-01-01,4,-Inf,0,0,5,10,20,0
"447","Thalictrum dioicum","L","E",656,2018-01-01,6,-Inf,0,0,2,13,20,0
"448","Thalictrum dioicum","L","E",657,2018-01-01,5,-Inf,0,0,6,9,20,0
"449","Impatiens capensis","H","E",692,2018-01-01,3,-Inf,0,0,7,10,25,0
"450","Impatiens capensis","H","E",693,2018-01-01,1,-Inf,0,0,9,10,25,0
"451","Impatiens capensis","L","E",694,2018-01-01,2,-Inf,0,0,8,10,20,0
"452","Impatiens capensis","L","E",695,2018-01-01,1,-Inf,0,0,9,10,20,0
"453","Phlox cuspidata","H","E",728,2018-01-01,4,-Inf,0,9,0,5,25,1.8
"454","Phlox cuspidata","H","E",729,2018-01-01,3,-Inf,0,10,2,3,25,3.33333333333333
"455","Phlox cuspidata","L","E",730,2018-01-01,6,-Inf,0,7,1,6,20,1.16666666666667
"456","Phlox cuspidata","L","E",731,2018-01-01,4,-Inf,0,10,1,4,20,2.5
"457","Oenethera biennis","H","f",115,2018-01-01,3,-Inf,0,0,6,14,25,0
"458","Oenethera biennis","H","f",116,2018-01-01,3,-Inf,0,0,4,16,25,0
"459","Oenethera biennis","H","f",117,2018-01-01,0,-Inf,0,0,5,16,25,0
"460","Oenethera biennis","L","f",118,2018-01-01,0,-Inf,0,0,2,18,20,0
"461","Oenethera biennis","L","f",119,2018-01-01,1,-Inf,0,0,4,16,20,0
"462","Oenethera biennis","L","f",120,2018-01-01,1,-Inf,0,0,5,15,20,0
"463","Asclepias syriaca","H","f",163,2018-01-01,0,-Inf,0,0,0,20,25,0
"464","Asclepias syriaca","H","f",164,2018-01-01,0,-Inf,0,0,0,20,25,0
"465","Asclepias syriaca","H","f",165,2018-01-01,0,-Inf,0,0,0,20,25,0
"466","Asclepias syriaca","L","f",166,2018-01-01,0,-Inf,0,0,2,18,20,0
"467","Asclepias syriaca","L","f",167,2018-01-01,2,-Inf,0,0,6,14,20,0
"468","Asclepias syriaca","L","f",168,2018-01-01,1,-Inf,0,0,0,20,20,0
"469","Cryptotaenia canadensis","H","f",211,2018-01-01,10,-Inf,0,0,0,21,25,0
"470","Cryptotaenia canadensis","H","f",212,2018-01-01,7,-Inf,0,0,1,19,25,0
"471","Cryptotaenia canadensis","H","f",213,2018-01-01,13,-Inf,0,0,0,20,25,0
"472","Cryptotaenia canadensis","L","f",214,2018-01-01,0,-Inf,0,0,0,20,20,0
"473","Cryptotaenia canadensis","L","f",215,2018-01-01,2,-Inf,0,0,0,21,20,0
"474","Cryptotaenia canadensis","L","f",216,2018-01-01,0,-Inf,0,0,0,20,20,0
"475","Eurbia diviricata","H","f",277,2018-01-01,3,-Inf,0,0,5,14,25,0
"476","Eurbia diviricata","H","f",278,2018-01-01,3,-Inf,0,0,7,13,25,0
"477","Eurbia diviricata","H","f",279,2018-01-01,1,-Inf,0,0,9,11,25,0
"478","Eurbia diviricata","L","f",280,2018-01-01,1,-Inf,0,0,6,14,20,0
"479","Eurbia diviricata","L","f",281,2018-01-01,3,-Inf,0,0,6,14,20,0
"480","Eurbia diviricata","L","f",282,2018-01-01,5,-Inf,0,0,4,16,20,0
"481","Hesperis matronalis","H","f",331,2018-01-01,0,-Inf,0,2,0,18,25,0.111111111111111
"482","Hesperis matronalis","H","f",332,2018-01-01,0,-Inf,0,2,0,19,25,0.105263157894737
"483","Hesperis matronalis","H","f",333,2018-01-01,0,-Inf,0,1,0,20,25,0.05
"484","Hesperis matronalis","L","f",334,2018-01-01,0,-Inf,0,2,1,17,20,0.117647058823529
"485","Hesperis matronalis","L","f",335,2018-01-01,2,-Inf,0,4,0,16,20,0.25
"486","Hesperis matronalis","L","f",336,2018-01-01,0,-Inf,0,2,0,18,20,0.111111111111111
"487","Carex grayi","H","f",367,2018-01-01,0,-Inf,0,0,0,20,25,0
"488","Carex grayi","H","f",368,2018-01-01,0,-Inf,0,0,0,20,25,0
"489","Carex grayi","L","f",369,2018-01-01,0,-Inf,0,0,0,20,20,0
"490","Carex grayi","L","f",370,2018-01-01,0,-Inf,0,0,0,20,20,0
"491","Polygonum virginiatum","H","f",415,2018-01-01,7,-Inf,0,0,3,17,25,0
"492","Polygonum virginiatum","H","f",416,2018-01-01,3,-Inf,0,0,2,18,25,0
"493","Polygonum virginiatum","H","f",417,2018-01-01,4,-Inf,0,0,1,19,25,0
"494","Polygonum virginiatum","L","f",418,2018-01-01,2,-Inf,0,0,0,20,20,0
"495","Polygonum virginiatum","L","f",419,2018-01-01,5,-Inf,0,0,2,18,20,0
"496","Polygonum virginiatum","L","f",420,2018-01-01,1,-Inf,0,0,0,20,20,0
"497","Carex grisea","H","f",447,2018-01-01,20,-Inf,0,0,0,20,25,0
"498","Carex grisea","H","f",448,2018-01-01,20,-Inf,0,0,0,20,25,0
"499","Carex grisea","L","f",449,2018-01-01,19,-Inf,0,0,0,20,20,0
"500","Carex grisea","L","f",450,2018-01-01,20,-Inf,0,0,0,20,20,0
"501","Silene vulgaris","H","f",496,2018-01-01,1,-Inf,0,0,1,19,25,0
"502","Silene vulgaris","H","f",497,2018-01-01,4,-Inf,0,0,2,19,25,0
"503","Silene vulgaris","H","f",498,2018-01-01,2,-Inf,0,0,0,20,25,0
"504","Silene vulgaris","L","f",499,2018-01-01,2,-Inf,0,1,1,18,20,0.0555555555555556
"505","Silene vulgaris","L","f",500,2018-01-01,0,-Inf,0,0,0,21,20,0
"506","Silene vulgaris","L","f",501,2018-01-01,0,-Inf,0,0,0,21,20,0
"507","Silene stellata","H","f",550,2018-01-01,21,-Inf,0,0,0,21,25,0
"508","Silene stellata","H","f",551,2018-01-01,17,-Inf,0,0,0,20,25,0
"509","Silene stellata","H","f",552,2018-01-01,19,-Inf,0,0,0,20,25,0
"510","Silene stellata","L","f",553,2018-01-01,13,-Inf,0,0,1,19,20,0
"511","Silene stellata","L","f",554,2018-01-01,15,-Inf,0,0,0,20,20,0
"512","Silene stellata","L","f",555,2018-01-01,12,-Inf,0,0,0,21,20,0
"513","Anemone virginana","H","f",604,2018-01-01,0,-Inf,0,0,1,20,25,0
"514","Anemone virginana","H","f",605,2018-01-01,0,-Inf,0,0,0,20,25,0
"515","Anemone virginana","H","f",606,2018-01-01,0,-Inf,0,0,0,20,25,0
"516","Anemone virginana","L","f",607,2018-01-01,0,-Inf,0,0,0,21,20,0
"517","Anemone virginana","L","f",608,2018-01-01,0,-Inf,0,0,0,21,20,0
"518","Anemone virginana","L","f",609,2018-01-01,0,-Inf,0,0,1,19,20,0
"519","Thalictrum dioicum","H","f",658,2018-01-01,7,-Inf,0,0,6,9,25,0
"520","Thalictrum dioicum","H","f",659,2018-01-01,6,-Inf,0,0,7,9,25,0
"521","Thalictrum dioicum","H","f",660,2018-01-01,4,-Inf,0,0,8,7,25,0
"522","Thalictrum dioicum","L","f",661,2018-01-01,3,-Inf,0,0,5,10,20,0
"523","Thalictrum dioicum","L","f",662,2018-01-01,7,-Inf,0,0,3,12,20,0
"524","Thalictrum dioicum","L","f",663,2018-01-01,5,-Inf,0,0,8,8,20,0
"525","Impatiens capensis","H","f",696,2018-01-01,1,-Inf,0,0,9,10,25,0
"526","Impatiens capensis","H","f",697,2018-01-01,2,-Inf,0,0,8,10,25,0
"527","Impatiens capensis","L","f",698,2018-01-01,0,-Inf,0,0,10,10,20,0
"528","Impatiens capensis","L","f",699,2018-01-01,1,-Inf,0,0,9,10,20,0
"529","Phlox cuspidata","H","f",732,2018-01-01,4,-Inf,0,9,2,4,25,2.25
"530","Phlox cuspidata","H","f",733,2018-01-01,3,-Inf,0,12,0,3,25,4
"531","Phlox cuspidata","H","f",734,2018-01-01,6,-Inf,0,9,0,6,25,1.5
"532","Phlox cuspidata","L","f",735,2018-01-01,1,-Inf,0,13,0,2,20,6.5
"533","Oenethera biennis","H","G",121,2018-01-01,2,-Inf,0,0,6,14,25,0
"534","Oenethera biennis","H","G",122,2018-01-01,0,-Inf,0,0,5,11,25,0
"535","Oenethera biennis","H","G",123,2018-01-01,0,-Inf,0,0,1,19,25,0
"536","Oenethera biennis","L","G",124,2018-01-01,0,-Inf,0,0,8,11,20,0
"537","Oenethera biennis","L","G",125,2018-01-01,0,-Inf,0,0,2,18,20,0
"538","Oenethera biennis","L","G",126,2018-01-01,2,-Inf,0,0,3,17,20,0
"539","Asclepias syriaca","H","G",169,2018-01-01,0,-Inf,0,0,0,21,25,0
"540","Asclepias syriaca","H","G",170,2018-01-01,0,-Inf,0,0,0,20,25,0
"541","Asclepias syriaca","H","G",171,2018-01-01,1,-Inf,0,0,0,20,25,0
"542","Asclepias syriaca","L","G",172,2018-01-01,0,-Inf,0,0,2,19,20,0
"543","Asclepias syriaca","L","G",173,2018-01-01,1,-Inf,0,0,0,20,20,0
"544","Asclepias syriaca","L","G",174,2018-01-01,1,-Inf,0,0,0,20,20,0
"545","Cryptotaenia canadensis","H","G",217,2018-01-01,7,-Inf,0,0,0,21,25,0
"546","Cryptotaenia canadensis","H","G",218,2018-01-01,8,-Inf,0,2,2,16,25,0.125
"547","Cryptotaenia canadensis","H","G",219,2018-01-01,7,-Inf,0,0,1,19,25,0
"548","Cryptotaenia canadensis","L","G",220,2018-01-01,0,-Inf,0,0,0,20,20,0
"549","Cryptotaenia canadensis","L","G",221,2018-01-01,0,-Inf,0,0,0,20,20,0
"550","Cryptotaenia canadensis","L","G",222,2018-01-01,0,-Inf,0,1,0,20,20,0.05
"551","Eurbia diviricata","H","G",283,2018-01-01,5,-Inf,0,0,8,12,25,0
"552","Eurbia diviricata","H","G",284,2018-01-01,3,-Inf,0,0,6,14,25,0
"553","Eurbia diviricata","H","G",286,2018-01-01,5,-Inf,0,0,6,14,25,0
"554","Eurbia diviricata","L","G",285,2018-01-01,2,-Inf,0,0,4,16,20,0
"555","Eurbia diviricata","L","G",287,2018-01-01,2,-Inf,0,0,7,13,20,0
"556","Eurbia diviricata","L","G",288,2018-01-01,2,-Inf,0,0,3,17,20,0
"557","Hesperis matronalis","H","G",337,2018-01-01,0,-Inf,0,4,0,17,25,0.235294117647059
"558","Hesperis matronalis","H","G",338,2018-01-01,0,-Inf,0,2,1,17,25,0.117647058823529
"559","Hesperis matronalis","H","G",339,2018-01-01,0,-Inf,0,3,0,18,25,0.166666666666667
"560","Hesperis matronalis","L","G",340,2018-01-01,3,-Inf,0,2,0,18,20,0.111111111111111
"561","Hesperis matronalis","L","G",341,2018-01-01,0,-Inf,0,2,1,17,20,0.117647058823529
"562","Hesperis matronalis","L","G",342,2018-01-01,1,-Inf,0,2,0,19,20,0.105263157894737
"563","Polygonum virginiatum","H","G",410,2018-01-01,3,-Inf,0,0,0,20,25,0
"564","Polygonum virginiatum","H","G",411,2018-01-01,3,-Inf,0,0,0,20,25,0
"565","Polygonum virginiatum","L","G",412,2018-01-01,3,-Inf,0,0,1,19,20,0
"566","Polygonum virginiatum","L","G",413,2018-01-01,3,-Inf,0,0,0,20,20,0
"567","Polygonum virginiatum","L","G",414,2018-01-01,3,-Inf,0,0,0,22,20,0
"568","Carex grisea","H","G",451,2018-01-01,19,-Inf,0,0,1,19,25,0
"569","Carex grisea","H","G",452,2018-01-01,19,-Inf,0,0,1,19,25,0
"570","Carex grisea","L","G",453,2018-01-01,19,-Inf,0,0,1,19,20,0
"571","Carex grisea","L","G",454,2018-01-01,20,-Inf,0,0,0,20,20,0
"572","Silene vulgaris","H","G",502,2018-01-01,3,-Inf,0,0,0,20,25,0
"573","Silene vulgaris","H","G",503,2018-01-01,7,-Inf,0,0,0,21,25,0
"574","Silene vulgaris","H","G",504,2018-01-01,1,-Inf,0,1,0,20,25,0.05
"575","Silene vulgaris","L","G",505,2018-01-01,2,-Inf,0,0,2,19,20,0
"576","Silene vulgaris","L","G",506,2018-01-01,3,-Inf,0,0,1,20,20,0
"577","Silene vulgaris","L","G",507,2018-01-01,0,-Inf,0,2,0,19,20,0.105263157894737
"578","Silene stellata","H","G",556,2018-01-01,17,-Inf,0,0,2,19,25,0
"579","Silene stellata","H","G",557,2018-01-01,19,-Inf,0,0,0,20,25,0
"580","Silene stellata","H","G",558,2018-01-01,18,-Inf,0,0,0,20,25,0
"581","Silene stellata","L","G",559,2018-01-01,11,-Inf,0,0,0,20,20,0
"582","Silene stellata","L","G",560,2018-01-01,12,-Inf,0,0,0,20,20,0
"583","Silene stellata","L","G",561,2018-01-01,10,-Inf,0,0,0,20,20,0
"584","Anemone virginana","H","G",610,2018-01-01,1,-Inf,0,0,0,23,25,0
"585","Anemone virginana","H","G",611,2018-01-01,0,-Inf,0,0,0,20,25,0
"586","Anemone virginana","H","G",612,2018-01-01,0,-Inf,0,0,0,20,25,0
"587","Anemone virginana","L","G",613,2018-01-01,0,-Inf,0,0,1,19,20,0
"588","Anemone virginana","L","G",614,2018-01-01,0,-Inf,0,0,2,18,20,0
"589","Anemone virginana","L","G",615,2018-01-01,0,-Inf,0,0,1,19,20,0
"590","Thalictrum dioicum","H","G",664,2018-01-01,3,-Inf,0,0,10,5,25,0
"591","Thalictrum dioicum","H","G",665,2018-01-01,5,-Inf,0,0,7,8,25,0
"592","Thalictrum dioicum","H","G",666,2018-01-01,7,-Inf,0,0,6,9,25,0
"593","Thalictrum dioicum","L","G",667,2018-01-01,3,-Inf,0,0,7,8,20,0
"594","Thalictrum dioicum","L","G",668,2018-01-01,6,-Inf,0,0,6,9,20,0
"595","Thalictrum dioicum","L","G",669,2018-01-01,3,-Inf,0,0,8,7,20,0
"596","Impatiens capensis","H","G",700,2018-01-01,1,-Inf,0,0,9,10,25,0
"597","Impatiens capensis","H","G",701,2018-01-01,0,-Inf,0,0,9,10,25,0
"598","Impatiens capensis","L","G",702,2018-01-01,4,-Inf,0,0,6,10,20,0
"599","Impatiens capensis","L","G",703,2018-01-01,2,-Inf,0,0,8,10,20,0
"600","Phlox cuspidata","H","G",736,2018-01-01,5,-Inf,0,11,0,5,25,2.2
"601","Phlox cuspidata","H","G",737,2018-01-01,6,-Inf,0,6,1,7,25,0.857142857142857
"602","Phlox cuspidata","H","G",738,2018-01-01,1,-Inf,0,12,1,1,25,12
"603","Phlox cuspidata","L","G",739,2018-01-01,5,-Inf,0,10,0,5,20,2
"604","Oenethera biennis","H","H",127,2018-01-01,1,-Inf,0,0,5,15,25,0
"605","Oenethera biennis","H","H",128,2018-01-01,4,-Inf,0,0,7,13,25,0
"606","Oenethera biennis","H","H",129,2018-01-01,2,-Inf,0,0,5,15,25,0
"607","Oenethera biennis","L","H",130,2018-01-01,0,-Inf,0,0,5,15,20,0
"608","Oenethera biennis","L","H",131,2018-01-01,0,-Inf,0,0,3,18,20,0
"609","Oenethera biennis","L","H",132,2018-01-01,1,-Inf,0,1,2,17,20,0.0588235294117647
"610","Asclepias syriaca","H","H",175,2018-01-01,0,-Inf,0,0,2,19,25,0
"611","Asclepias syriaca","H","H",176,2018-01-01,0,-Inf,0,0,1,20,25,0
"612","Asclepias syriaca","H","H",177,2018-01-01,0,-Inf,0,0,0,20,25,0
"613","Asclepias syriaca","L","H",178,2018-01-01,1,-Inf,0,0,2,19,20,0
"614","Asclepias syriaca","L","H",179,2018-01-01,1,-Inf,0,0,1,19,20,0
"615","Asclepias syriaca","L","H",180,2018-01-01,0,-Inf,0,0,0,21,20,0
"616","Cryptotaenia canadensis","H","H",223,2018-01-01,8,-Inf,0,1,0,19,25,0.0526315789473684
"617","Cryptotaenia canadensis","H","H",224,2018-01-01,6,-Inf,0,2,1,17,25,0.117647058823529
"618","Cryptotaenia canadensis","H","H",225,2018-01-01,1,-Inf,0,0,0,20,25,0
"619","Cryptotaenia canadensis","L","H",226,2018-01-01,0,-Inf,0,0,0,21,20,0
"620","Cryptotaenia canadensis","L","H",227,2018-01-01,0,-Inf,0,0,2,19,20,0
